Municipality,Cases,Population,Year,code
Askersund,0,11096,2013,1882
Avesta,0,21582,2013,2084
Bengtsfors,1,9550,2013,1460
Berg,0,7160,2013,2326
Bjurholm,0,2436,2013,2403
Bjuv,0,14801,2013,1260
Boden,0,27838,2013,2582
Bollebygd,0,8562,2013,1443
Bollnäs,0,26141,2013,2183
Borgholm,0,10619,2013,885
Borlänge,4,50023,2013,2081
Borås,6,105995,2013,1490
Botkyrka,4,87580,2013,127
Boxholm,0,5278,2013,560
Bromölla,0,12336,2013,1272
Bräcke,0,6559,2013,2305
Burlöv,1,17114,2013,1231
Båstad,1,14275,2013,1278
Dals-Ed,0,4740,2013,1438
Danderyd,0,32222,2013,162
Degerfors,1,9500,2013,1862
Dorotea,0,2757,2013,2425
Eda,0,8426,2013,1730
Ekerö,0,26355,2013,125
Eksjö,0,16464,2013,686
Emmaboda,0,8964,2013,862
Enköping,0,40656,2013,381
Eskilstuna,2,99729,2013,484
Eslöv,0,31920,2013,1285
Essunga,0,5494,2013,1445
Fagersta,0,12872,2013,1982
Falkenberg,1,41912,2013,1382
Falköping,0,31988,2013,1499
Falun,0,56767,2013,2080
Filipstad,0,10563,2013,1782
Finspång,0,20903,2013,562
Flen,0,16156,2013,482
Forshaga,0,11292,2013,1763
Färgelanda,0,6520,2013,1439
Gagnef,0,10023,2013,2026
Gislaved,0,28713,2013,662
Gnesta,0,10409,2013,461
Gnosjö,0,9406,2013,617
Gotland,1,57161,2013,980
Grums,0,8925,2013,1764
Grästorp,0,5641,2013,1444
Gullspång,0,5185,2013,1447
Gällivare,0,18339,2013,2523
Gävle,2,97236,2013,2180
Göteborg,21,533271,2013,1480
Götene,0,13028,2013,1471
Habo,0,10975,2013,643
Hagfors,0,12071,2013,1783
Hallsberg,1,15267,2013,1861
Hallstahammar,1,15524,2013,1961
Halmstad,5,94084,2013,1380
Hammarö,0,15136,2013,1761
Haninge,1,80932,2013,136
Haparanda,1,9886,2013,2583
Heby,0,13450,2013,331
Hedemora,0,15021,2013,2083
Helsingborg,2,132989,2013,1283
Herrljunga,0,9274,2013,1466
Hjo,0,8805,2013,1497
Hofors,0,9511,2013,2104
Huddinge,1,102557,2013,126
Hudiksvall,0,36829,2013,2184
Hultsfred,0,13635,2013,860
Hylte,0,10001,2013,1315
Håbo,0,19968,2013,305
Hällefors,0,6982,2013,1863
Härjedalen,0,10281,2013,2361
Härnösand,0,24509,2013,2280
Härryda,0,35732,2013,1401
Hässleholm,3,50227,2013,1293
Höganäs,0,25084,2013,1284
Högsby,0,5718,2013,821
Hörby,1,14917,2013,1266
Höör,1,15637,2013,1267
Jokkmokk,0,5066,2013,2510
Järfälla,5,69167,2013,123
Jönköping,5,130798,2013,680
Kalix,1,16387,2013,2514
Kalmar,2,63887,2013,880
Karlsborg,0,6757,2013,1446
Karlshamn,0,31272,2013,1082
Karlskoga,0,29728,2013,1883
Karlskrona,2,63912,2013,1080
Karlstad,3,87786,2013,1780
Katrineholm,0,32930,2013,483
Kil,0,11810,2013,1715
Kinda,0,9802,2013,513
Kiruna,0,23196,2013,2584
Klippan,1,16715,2013,1276
Knivsta,0,15580,2013,330
Kramfors,0,18450,2013,2282
Kristianstad,1,81009,2013,1290
Kristinehamn,0,23949,2013,1781
Krokom,0,14643,2013,2309
Kumla,1,20904,2013,1881
Kungsbacka,0,77390,2013,1384
Kungsör,0,8175,2013,1960
Kungälv,0,42109,2013,1482
Kävlinge,0,29600,2013,1261
Köping,2,25237,2013,1983
Laholm,0,23517,2013,1381
Landskrona,3,43073,2013,1282
Laxå,0,5580,2013,1860
Lekeberg,0,7289,2013,1814
Leksand,0,15157,2013,2029
Lerum,0,39319,2013,1441
Lessebo,0,8059,2013,761
Lidingö,0,45178,2013,186
Lidköping,0,38414,2013,1494
Lilla Edet,0,12829,2013,1462
Lindesberg,0,23176,2013,1885
Linköping,11,150202,2013,580
Ljungby,1,27277,2013,781
Ljusdal,0,18931,2013,2161
Ljusnarsberg,0,4875,2013,1864
Lomma,0,22496,2013,1262
Ludvika,1,25712,2013,2085
Luleå,1,75383,2013,2580
Lund,0,114291,2013,1281
Lycksele,0,12270,2013,2481
Lysekil,0,14369,2013,1484
Malmö,6,312994,2013,1280
Malung-Sälen,0,10061,2013,2023
Malå,0,3155,2013,2418
Mariestad,0,23870,2013,1493
Mark,1,33753,2013,1463
Markaryd,0,9515,2013,767
Mellerud,0,8892,2013,1461
Mjölby,0,26313,2013,586
Mora,0,19998,2013,2062
Motala,0,42187,2013,583
Mullsjö,0,7039,2013,642
Munkedal,0,10205,2013,1430
Munkfors,0,3656,2013,1762
Mölndal,2,61978,2013,1481
Mönsterås,0,12949,2013,861
Mörbylånga,0,14368,2013,840
Nacka,1,94423,2013,182
Nora,0,10399,2013,1884
Norberg,1,5608,2013,1962
Nordanstig,0,9491,2013,2132
Nordmaling,0,7006,2013,2401
Norrköping,4,133749,2013,581
Norrtälje,0,56845,2013,188
Norsjö,0,4175,2013,2417
Nybro,0,19489,2013,881
Nykvarn,0,9523,2013,140
Nyköping,1,53038,2013,480
Nynäshamn,1,26796,2013,192
Nässjö,0,29516,2013,682
Ockelbo,0,5785,2013,2101
Olofström,0,12902,2013,1060
Orsa,0,6849,2013,2034
Orust,0,15036,2013,1421
Osby,0,12713,2013,1273
Oskarshamn,0,26212,2013,882
Ovanåker,0,11354,2013,2121
Oxelösund,0,11403,2013,481
Pajala,0,6299,2013,2521
Partille,0,36147,2013,1402
Perstorp,0,7139,2013,1275
Piteå,0,41278,2013,2581
Ragunda,0,5458,2013,2303
Robertsfors,0,6738,2013,2409
Ronneby,0,27871,2013,1081
Rättvik,0,10766,2013,2031
Sala,0,21769,2013,1981
Salem,1,16001,2013,128
Sandviken,3,37250,2013,2181
Sigtuna,1,43372,2013,191
Simrishamn,0,18951,2013,1291
Sjöbo,0,18401,2013,1265
Skara,0,18580,2013,1495
Skellefteå,0,71988,2013,2482
Skinnskatteberg,0,4411,2013,1904
Skurup,0,15025,2013,1264
Skövde,0,52859,2013,1496
Smedjebacken,0,10691,2013,2061
Sollefteå,2,19623,2013,2283
Sollentuna,2,68145,2013,163
Solna,2,72740,2013,184
Sorsele,0,2595,2013,2422
Sotenäs,0,8928,2013,1427
Staffanstorp,1,22672,2013,1230
Stenungsund,0,24932,2013,1415
Stockholm,12,897700,2013,180
Storfors,0,4131,2013,1760
Storuman,0,5954,2013,2421
Strängnäs,2,33389,2013,486
Strömstad,0,12480,2013,1486
Strömsund,0,11984,2013,2313
Sundbyberg,2,42626,2013,183
Sundsvall,1,96978,2013,2281
Sunne,0,13011,2013,1766
Surahammar,0,9834,2013,1907
Svalöv,0,13332,2013,1214
Svedala,2,20067,2013,1263
Svenljunga,0,10299,2013,1465
Säffle,0,15276,2013,1785
Säter,0,10873,2013,2082
Sävsjö,1,10969,2013,684
Söderhamn,0,25442,2013,2182
Söderköping,0,14195,2013,582
Södertälje,1,91072,2013,181
Sölvesborg,0,16800,2013,1083
Tanum,0,12303,2013,1435
Tibro,0,10754,2013,1472
Tidaholm,0,12565,2013,1498
Tierp,0,20144,2013,360
Timrå,0,18062,2013,2262
Tingsryd,0,12156,2013,763
Tjörn,0,15050,2013,1419
Tomelilla,0,12891,2013,1270
Torsby,0,12013,2013,1737
Torsås,0,6879,2013,834
Tranemo,0,11531,2013,1452
Tranås,0,18197,2013,687
Trelleborg,0,42837,2013,1287
Trollhättan,2,56573,2013,1488
Trosa,0,11680,2013,488
Tyresö,0,44281,2013,138
Täby,1,66292,2013,160
Töreboda,0,8992,2013,1473
Uddevalla,2,53025,2013,1485
Ulricehamn,1,23211,2013,1491
Umeå,0,118349,2013,2480
Upplands-Bro,0,24703,2013,139
Upplands Väsby,1,41449,2013,114
Uppsala,7,205199,2013,380
Uppvidinge,0,9288,2013,760
Vadstena,0,7383,2013,584
Vaggeryd,0,13209,2013,665
Valdemarsvik,0,7585,2013,563
Vallentuna,0,31616,2013,115
Vansbro,0,6730,2013,2021
Vara,0,15609,2013,1470
Varberg,1,59936,2013,1383
Vaxholm,0,11188,2013,187
Vellinge,0,33807,2013,1233
Vetlanda,1,26419,2013,685
Vilhelmina,0,6887,2013,2462
Vimmerby,0,15287,2013,884
Vindeln,0,5344,2013,2404
Vingåker,0,8835,2013,428
Vårgårda,0,11065,2013,1442
Vänersborg,0,37369,2013,1487
Vännäs,0,8583,2013,2460
Värmdö,0,39784,2013,120
Värnamo,0,33155,2013,683
Västervik,0,35867,2013,883
Västerås,1,142131,2013,1980
Växjö,1,85822,2013,780
Ydre,0,3617,2013,512
Ystad,0,28623,2013,1286
Åmål,1,12229,2013,1492
Ånge,0,9548,2013,2260
Åre,0,10420,2013,2321
Årjäng,0,9953,2013,1765
Åsele,0,2875,2013,2463
Åstorp,0,14927,2013,1277
Åtvidaberg,0,11460,2013,561
Älmhult,3,15759,2013,765
Älvdalen,0,7096,2013,2039
Älvkarleby,0,9132,2013,319
Älvsbyn,0,8168,2013,2560
Ängelholm,0,39866,2013,1292
Öckerö,1,12574,2013,1407
Ödeshög,0,5174,2013,509
Örebro,7,140599,2013,1880
Örkelljunga,0,9653,2013,1257
Örnsköldsvik,0,54986,2013,2284
Östersund,1,59956,2013,2380
Österåker,0,40495,2013,117
Östhammar,0,21352,2013,382
Östra Göinge,0,13687,2013,1256
Överkalix,0,3436,2013,2513
Övertorneå,0,4709,2013,2518
Ale,0,28423,2014,1440
Alingsås,0,39188,2014,1489
Alvesta,1,19503,2014,764
Aneby,0,6426,2014,604
Arboga,1,13631,2014,1984
Arjeplog,0,2907,2014,2506
Arvidsjaur,0,6484,2014,2505
Arvika,0,25771,2014,1784
Askersund,0,11119,2014,1882
Avesta,0,22022,2014,2084
Bengtsfors,0,9556,2014,1460
Berg,0,7067,2014,2326
Bjurholm,0,2451,2014,2403
Bjuv,1,14894,2014,1260
Boden,2,27887,2014,2582
Bollebygd,1,8652,2014,1443
Bollnäs,0,26394,2014,2183
Borgholm,0,10681,2014,885
Borlänge,1,50715,2014,2081
Borås,6,107022,2014,1490
Botkyrka,1,88901,2014,127
Boxholm,0,5322,2014,560
Bromölla,0,12400,2014,1272
Bräcke,0,6463,2014,2305
Burlöv,0,17211,2014,1231
Båstad,0,14419,2014,1278
Dals-Ed,0,4764,2014,1438
Danderyd,0,32295,2014,162
Degerfors,0,9531,2014,1862
Dorotea,0,2757,2014,2425
Eda,0,8453,2014,1730
Ekerö,0,26698,2014,125
Eksjö,0,16598,2014,686
Emmaboda,0,9009,2014,862
Enköping,2,41163,2014,381
Eskilstuna,2,100923,2014,484
Eslöv,4,32179,2014,1285
Essunga,0,5538,2014,1445
Fagersta,0,13133,2014,1982
Falkenberg,1,42433,2014,1382
Falköping,0,32185,2014,1499
Falun,0,56896,2014,2080
Filipstad,0,10613,2014,1782
Finspång,1,21150,2014,562
Flen,0,16242,2014,482
Forshaga,0,11379,2014,1763
Färgelanda,0,6502,2014,1439
Gagnef,0,10024,2014,2026
Gislaved,0,28737,2014,662
Gnesta,0,10513,2014,461
Gnosjö,0,9509,2014,617
Gotland,1,57255,2014,980
Grums,0,8958,2014,1764
Grästorp,0,5630,2014,1444
Gullspång,0,5240,2014,1447
Gällivare,0,18231,2014,2523
Gävle,0,98314,2014,2180
Göteborg,20,541145,2014,1480
Götene,0,13080,2014,1471
Habo,0,11110,2014,643
Hagfors,0,11921,2014,1783
Hallsberg,0,15315,2014,1861
Hallstahammar,0,15596,2014,1961
Halmstad,6,95532,2014,1380
Hammarö,0,15256,2014,1761
Haninge,3,82407,2014,136
Haparanda,0,9776,2014,2583
Heby,0,13490,2014,331
Hedemora,0,15085,2014,2083
Helsingborg,7,135344,2014,1283
Herrljunga,0,9376,2014,1466
Hjo,0,8885,2014,1497
Hofors,0,9431,2014,2104
Huddinge,0,104185,2014,126
Hudiksvall,0,36924,2014,2184
Hultsfred,0,13738,2014,860
Hylte,0,10278,2014,1315
Håbo,0,20034,2014,305
Hällefors,0,6936,2014,1863
Härjedalen,0,10224,2014,2361
Härnösand,0,24755,2014,2280
Härryda,0,36291,2014,1401
Hässleholm,0,50565,2014,1293
Höganäs,0,25298,2014,1284
Högsby,0,5782,2014,821
Hörby,0,14927,2014,1266
Höör,1,15770,2014,1267
Jokkmokk,0,5086,2014,2510
Järfälla,2,70701,2014,123
Jönköping,1,132140,2014,680
Kalix,0,16307,2014,2514
Kalmar,1,64676,2014,880
Karlsborg,0,6786,2014,1446
Karlshamn,0,31598,2014,1082
Karlskoga,0,30054,2014,1883
Karlskrona,2,64348,2014,1080
Karlstad,1,88350,2014,1780
Katrineholm,3,33268,2014,483
Kil,0,11885,2014,1715
Kinda,0,9795,2014,513
Kiruna,0,23241,2014,2584
Klippan,0,16733,2014,1276
Knivsta,1,16105,2014,330
Kramfors,0,18435,2014,2282
Kristianstad,0,81826,2014,1290
Kristinehamn,0,24114,2014,1781
Krokom,0,14648,2014,2309
Kumla,0,21016,2014,1881
Kungsbacka,1,78219,2014,1384
Kungsör,0,8269,2014,1960
Kungälv,3,42334,2014,1482
Kävlinge,0,29808,2014,1261
Köping,2,25376,2014,1983
Laholm,0,23781,2014,1381
Landskrona,0,43574,2014,1282
Laxå,0,5664,2014,1860
Lekeberg,0,7363,2014,1814
Leksand,0,15252,2014,2029
Lerum,2,39771,2014,1441
Lessebo,0,8256,2014,761
Lidingö,0,45465,2014,186
Lidköping,2,38761,2014,1494
Lilla Edet,0,13031,2014,1462
Lindesberg,0,23269,2014,1885
Linköping,2,151881,2014,580
Ljungby,0,27522,2014,781
Ljusdal,0,18949,2014,2161
Ljusnarsberg,0,4913,2014,1864
Lomma,0,22946,2014,1262
Ludvika,0,26030,2014,2085
Luleå,0,75966,2014,2580
Lund,3,115968,2014,1281
Lycksele,0,12208,2014,2481
Lysekil,0,14299,2014,1484
Malmö,14,318107,2014,1280
Malung-Sälen,0,9969,2014,2023
Malå,0,3115,2014,2418
Mariestad,0,23921,2014,1493
Mark,1,33887,2014,1463
Markaryd,0,9549,2014,767
Mellerud,0,8936,2014,1461
Mjölby,0,26428,2014,586
Mora,0,20006,2014,2062
Motala,0,42556,2014,583
Mullsjö,0,7109,2014,642
Munkedal,0,10243,2014,1430
Munkfors,0,3656,2014,1762
Mölndal,1,62927,2014,1481
Mönsterås,0,13057,2014,861
Mörbylånga,0,14498,2014,840
Nacka,2,96217,2014,182
Nora,0,10352,2014,1884
Norberg,0,5719,2014,1962
Nordanstig,0,9493,2014,2132
Nordmaling,0,7085,2014,2401
Norrköping,1,135283,2014,581
Norrtälje,0,57568,2014,188
Norsjö,0,4180,2014,2417
Nybro,0,19714,2014,881
Nykvarn,0,9815,2014,140
Nyköping,1,53508,2014,480
Nynäshamn,0,27041,2014,192
Nässjö,1,29907,2014,682
Ockelbo,0,5765,2014,2101
Olofström,0,13031,2014,1060
Orsa,0,6812,2014,2034
Orust,0,15054,2014,1421
Osby,0,12828,2014,1273
Oskarshamn,0,26301,2014,882
Ovanåker,0,11432,2014,2121
Oxelösund,0,11551,2014,481
Pajala,0,6303,2014,2521
Partille,3,36528,2014,1402
Perstorp,0,7174,2014,1275
Piteå,0,41508,2014,2581
Ragunda,0,5440,2014,2303
Robertsfors,0,6724,2014,2409
Ronneby,1,28221,2014,1081
Rättvik,0,10748,2014,2031
Sala,0,21925,2014,1981
Salem,0,16140,2014,128
Sandviken,1,37833,2014,2181
Sigtuna,1,44085,2014,191
Simrishamn,0,18905,2014,1291
Sjöbo,0,18415,2014,1265
Skara,0,18747,2014,1495
Skellefteå,0,72024,2014,2482
Skinnskatteberg,0,4434,2014,1904
Skurup,0,15167,2014,1264
Skövde,0,53134,2014,1496
Smedjebacken,0,10712,2014,2061
Sollefteå,0,19776,2014,2283
Sollentuna,0,69325,2014,163
Solna,0,74041,2014,184
Sorsele,0,2565,2014,2422
Sotenäs,0,8931,2014,1427
Staffanstorp,0,22994,2014,1230
Stenungsund,0,25275,2014,1415
Stockholm,9,911989,2014,180
Storfors,1,4106,2014,1760
Storuman,0,5955,2014,2421
Strängnäs,0,33878,2014,486
Strömstad,0,12694,2014,1486
Strömsund,0,11873,2014,2313
Sundbyberg,0,44090,2014,183
Sundsvall,1,97338,2014,2281
Sunne,0,13099,2014,1766
Surahammar,0,9918,2014,1907
Svalöv,0,13460,2014,1214
Svedala,1,20248,2014,1263
Svenljunga,0,10365,2014,1465
Säffle,0,15334,2014,1785
Säter,0,10886,2014,2082
Sävsjö,1,11100,2014,684
Söderhamn,0,25456,2014,2182
Söderköping,0,14268,2014,582
Södertälje,1,92235,2014,181
Sölvesborg,0,16959,2014,1083
Tanum,0,12346,2014,1435
Tibro,0,10864,2014,1472
Tidaholm,0,12617,2014,1498
Tierp,0,20245,2014,360
Timrå,2,18025,2014,2262
Tingsryd,0,12198,2014,763
Tjörn,0,15135,2014,1419
Tomelilla,1,13007,2014,1270
Torsby,0,11992,2014,1737
Torsås,0,6925,2014,834
Tranemo,0,11640,2014,1452
Tranås,0,18416,2014,687
Trelleborg,0,42973,2014,1287
Trollhättan,0,56929,2014,1488
Trosa,0,11864,2014,488
Tyresö,0,45390,2014,138
Täby,0,67334,2014,160
Töreboda,0,9072,2014,1473
Uddevalla,0,53517,2014,1485
Ulricehamn,0,23244,2014,1491
Umeå,2,119613,2014,2480
Upplands-Bro,0,25287,2014,139
Upplands Väsby,1,41816,2014,114
Uppsala,2,207362,2014,380
Uppvidinge,0,9222,2014,760
Vadstena,0,7393,2014,584
Vaggeryd,0,13229,2014,665
Valdemarsvik,1,7657,2014,563
Vallentuna,1,31969,2014,115
Vansbro,0,6694,2014,2021
Vara,1,15597,2014,1470
Varberg,0,60422,2014,1383
Vaxholm,0,11329,2014,187
Vellinge,0,34110,2014,1233
Vetlanda,0,26647,2014,685
Vilhelmina,0,6848,2014,2462
Vimmerby,0,15297,2014,884
Vindeln,1,5383,2014,2404
Vingåker,0,8919,2014,428
Vårgårda,0,11089,2014,1442
Vänersborg,1,37890,2014,1487
Vännäs,0,8616,2014,2460
Värmdö,0,40541,2014,120
Värnamo,1,33334,2014,683
Västervik,0,35920,2014,883
Västerås,3,143702,2014,1980
Växjö,3,86970,2014,780
Ydre,0,3660,2014,512
Ystad,0,28771,2014,1286
Åmål,0,12326,2014,1492
Ånge,0,9484,2014,2260
Åre,0,10555,2014,2321
Årjäng,0,9804,2014,1765
Åsele,0,2838,2014,2463
Åstorp,0,15061,2014,1277
Åtvidaberg,0,11472,2014,561
Älmhult,1,15908,2014,765
Älvdalen,0,7052,2014,2039
Älvkarleby,0,9169,2014,319
Älvsbyn,0,8171,2014,2560
Ängelholm,1,40229,2014,1292
Öckerö,1,12645,2014,1407
Ödeshög,0,5240,2014,509
Örebro,15,142618,2014,1880
Örkelljunga,0,9733,2014,1257
Örnsköldsvik,0,55248,2014,2284
Östersund,0,60495,2014,2380
Österåker,0,41180,2014,117
Östhammar,0,21374,2014,382
Östra Göinge,0,13864,2014,1256
Överkalix,0,3409,2014,2513
Övertorneå,0,4711,2014,2518
